	ā-ia
	ahu-ria
	ai-tia
	āki-na
	ākiri-tia
	ako-na
	āmi-tia
	āmine-ngia
	amo-hia
	ao-hia
	apiti-ria
	āpiti-ria
	apo-hia
	apu-ria
	āpuru-a
	ara-hia
	arahi-na
	ārahi-na
	ārai-a
	arataki-na
	aro-ngia
	aroha-ina
	aru-mia
	atawhai-tia
	ātete-tia
	ato-hia
	auē-tia
	aukaha-tia
	auru-tia
	aweke-tia
	awhe-a
	awhi-tia
	awhina-tia
	āwhina-tia
	āwhio-tia
	ehu-a
	eke-a
	epa-ina
	haere-a
	hahau-tia
	hāhau-tia
	hahu-a
	haina-tia
	haka-a
	hākere-a
	haku-a
	hāmene-tia
	hane-a
	hanga-a
	hao-a
	hāpai-nga
	hari-a
	hauhake-tia
	haupapa-tia
	hāwhe-tia
	heke-a
	here-a
	heru-a
	heu-a
	hī-a
	hiahia-tia
	hīanga-tia
	hika-ia
	hiki-tia
	hiko-ia
	hinga-na
	hīpoki-na
	hīrau-tia
	hīri-tia
	hiwi-a
	hoe-a
	hohou-tia
	hoki-a
	hoko-na
	hokomirimori-a
	hongi-a
	hono-a
	hopu-kia
	hora-hia
	hori-a
	horo-a
	horo-mia
	horoi-a
	horomi-a
	hou-hia
	houhou-a
	hua-ia
	hua-ina
	huaki-na
	huhu-a
	hui-a
	huke-a
	huki-a
	hume-a
	huna-a
	hunu-a
	hūpeke-tia
	hura-hia
	huri-hia
	huru-a
	huti-a
	iheuheu-a
	ihi-a
	inaki-tia
	inoi-a
	inu-mia
	iri-a
	kā-ngia
	kahaki-na
	kāhaki-na
	kai-nga
	kaingākau-tia
	kaiponu-hia
	kahu-ria
	kākahu-ria
	kakau-ria
	kake-a
	kanga-a
	kape-a
	kapi-a
	kapo-hia
	kāpui-a
	karakia-tia
	karanga-hia
	karapoti-a
	karawhiu-a
	kare-a
	kari-a
	karo-hia
	kata-ina
	kati-a
	kato-hia
	kau-ria
	kauhoe-tia
	kaui-tia
	kaumātua-tia
	kaupare-a
	kauwhau-tia
	kawe-a
	kāwhaki-na 
	kāwiri-tia
	keri-a
	ketu-a
	keu-a
	kī-a
	kihi-a
	kiki-a
	kimi-hia
	kini-tia
	kite-a
	ko-ia
	kō-ia
	koa-ina
	koara-tia
	kōhari-tia
	kohi-a
	kōhua-tia
	kōhue-tia
	kōhure-a
	kōhuru-tia
	koingo-tia
	kōkiri-tia
	koko-a
	kōmiri-a
	komo-tia
	komutu-a
	kōnatu-a
	kōpake-tia
	kōpaki-na
	kopani-a
	kōpani-a
	kōpare-a
	kōpenu-tia
	kopi-a
	kōpiro-a
	kōranga-tia
	kōrero-tia
	koro-a
	kōrori-a
	korou-tia
	kote-hia
	kōti-a
	kōtui-a
	kowhaki-na
	kowhete-tia
	kōwhiri-a
