('labial', 'velar', 'labial', 'coronal', 'glottal', 'velar')	1
('labial', 'velar', 'labial', 'glottal', 'glottal')	1
('labial', 'velar', 'labial', 'velar', 'coronal')	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'coronal')	1
('labial', 'velar', 'coronal', 'labial', 'glottal')	1
('labial', 'velar', 'coronal', 'labial', 'labial', 'coronal')	1
('labial', 'velar', 'coronal', 'glottal', 'coronal')	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'velar', 'coronal')	1
('labial', 'velar', 'coronal', 'coronal', 'coronal', 'coronal')	1
('labial', 'velar', 'coronal', 'coronal', 'coronal')	1
('labial', 'velar', 'labial', 'coronal', 'coronal', 'velar')	1
('labial', 'coronal', 'coronal', 'velar')	1
