,ā-ia
,āki-na
,ākiri-tia
,ākirikiri-tia
,āpiti-ria
,āpuru-a
,ārai-a
,ātete-tia
,āwhina-tia
,ahu-ria
,ahuahu-ngia
,ai-tia
,akiaki-na
,ako-na
,āmi-tia
,āmine-ngia
,amo-hia
,amuamu-tia
,ao-hia
,apiti-ria
,apo-hia
,apoapo-hia
,apu-ria
,ara-hia
,arahi-na
,ārahi-na
,arataki-na
,aro-ngia
,aroha-ina
,aru-mia
,aruaru-mia
,atawhai-tia
,ato-hia
,auē-tia
,aukaha-tia
,auru-tia
,aweke-tia
,awhe-a
,awhi-tia
,awhina-tia
,āwhio-tia
,ehu-a
,eke-a
,epa-ina
,fakarārangi-tia
,hāhau-tia
,hākere-a
,hāmene-tia
,hāpai-nga
,hāwhe-tia
,haehae-a
,haere-a
,hahau-tia
,hahu-a
,haina-tia
,haka-a
,haku-a
,hakuhaku-a
,hane-a
,hanga-a
,hao-a
,hari-a
,hauhake-tia
,haupapa-tia
,heke-a
,here-a
,herehere-a
,heru-a
,heu-a
,heuheu-tia
,hiahia-tia
,hihira-tia
,hihiri-tia
,hī-a
,hīanga-tia
,hīpoki-na
,hīrau-tia
,hīri-tia
,hika-ia
,hiki-tia
,hiko-ia
,hinga-na
,hirihiri-a
,hiwi-a
,hoe-a
,hohou-tia
,hoki-a
,hoko-na
,hokohoko-na
,hokomirimori-a
,hongi-a
,hongihongi-a
,hono-a
,hopu-kia
,hora-hia
,hori-a
,horo-a
,horo-mia
,horoi-a
,horomi-a
,hou-hia
,houhou-a
,hua-ia
,hua-ina
,huaki-na
,huhu-a
,huti-a
,hui-a
,huihui-a
,huke-a
,huki-a
,hukihuki-a
,hume-a
,huna-a
,hunu-a
,hunuhunu-a
,hura-hia
,huri-hia
,huru-a
,hūpeke-tia
,iheuheu-a
,ihi-a
,ihiihi-a
,inaki-tia
,inoi-a
,inu-mia
,iri-a
,kā-ngia
,kākahu-ria
,kāhaki-na
,kāwiri-tia
,kahaki-na
,kai-nga
,kaingākau-tia
,kaiponu-hia
,karo-hia
,kakaro-hia
,kake-a
,kanga-a
,kape-a
,kapi-a
,kapo-hia
,kāpui-a
,karakia-tia
,karanga-hia
,karapoti-a
,karawhiu-a
,kare-a
,kari-a
