pati	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
patō	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
patu	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
pauna	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
pāuna	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
paura	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
pāwhara	['voiceless, bilabial, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
pēhea	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
pēhi	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
pehipehi	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
pei	['voiceless, bilabial, oral, stop']
peka	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
pēke	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
pēnā	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
pēnei	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
pērā	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
pere	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
perehi	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
pīangi	['voiceless, bilabial, oral, stop', 'voiced, velar, nasal, stop']
pīkau	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
piki	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
piko	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
pine	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
pīnohi	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop', 'voiceless, glottal, oral, fricative']
pīoi	['voiceless, bilabial, oral, stop']
piro	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
piu	['voiceless, bilabial, oral, stop']
piupiu	['voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
pō	['voiceless, bilabial, oral, stop']
pōhēhē	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, glottal, oral, fricative']
pōhiri	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative', 'voiced, dental-alveolar, oral, flap']
poipoi	['voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
poka	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
pōkai	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
poke	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
pokuru	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
pona	['voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
popo	['voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
pōpopo	['voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
pōrangi	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
poro	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
poroporo	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
pororua	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
porowhiu	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, labio-dental, oral, fricative']
pōtae	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
pōti	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
pou	['voiceless, bilabial, oral, stop']
pōuto	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
pōwhiri	['voiceless, bilabial, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
pū	['voiceless, bilabial, oral, stop']
puare	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
pūāwai	['voiceless, bilabial, oral, stop', 'voiced, bilabial, oral, approximant']
pūawhe	['voiceless, bilabial, oral, stop', 'voiceless, labio-dental, oral, fricative']
puhi	['voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
pūkai	['voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
punga	['voiceless, bilabial, oral, stop', 'voiced, velar, nasal, stop']
pūranga	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
purei	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
pūremu	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
puri	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
puru	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
puruma	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
purūma	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
purupuru	['voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
puta	['voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
raho	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
rahoraho	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative', 'voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
rahu	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
rāhui	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
raka	['voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
rākei	['voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
rama	['voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
ranga	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rangahau	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop', 'voiceless, glottal, oral, fricative']
rangirangi	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
ranu	['voiced, dental-alveolar, oral, flap', 'voiced, dental, nasal, stop']
rapa	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rapi	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rāpoi	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rapu	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rara	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rārangi	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rarapi	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rarawhi	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiceless, labio-dental, oral, fricative']
rau	['voiced, dental-alveolar, oral, flap']
raupatu	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
rautao	['voiced, dental-alveolar, oral, flap', 'voiceless, dental, oral, stop']
raweke	['voiced, dental-alveolar, oral, flap', 'voiced, bilabial, oral, approximant', 'voiceless, velar, oral, stop']
rāwhera	['voiced, dental-alveolar, oral, flap', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
rawhi	['voiced, dental-alveolar, oral, flap', 'voiceless, labio-dental, oral, fricative']
rehe	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
rēhita	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative', 'voiceless, dental, oral, stop']
rehu	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
rere	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rewherii	['voiced, dental-alveolar, oral, flap', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
rīhi	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
ringi	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rīngi	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rīpeka	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
ripi	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
riri	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
riringi	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rohe	['voiced, dental-alveolar, oral, flap', 'voiceless, glottal, oral, fricative']
romi	['voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
rongo	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
rongonui	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop', 'voiced, dental, nasal, stop']
ropi	['voiced, dental-alveolar, oral, flap', 'voiceless, bilabial, oral, stop']
rore	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rori	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rotu	['voiced, dental-alveolar, oral, flap', 'voiceless, dental, oral, stop']
ruaki	['voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
rui	['voiced, dental-alveolar, oral, flap']
ruke	['voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
ruku	['voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
rumaki	['voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop', 'voiceless, velar, oral, stop']
runa	['voiced, dental-alveolar, oral, flap', 'voiced, dental, nasal, stop']
rure	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rurerure	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rūri	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
rūrū	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap']
ruruku	['voiced, dental-alveolar, oral, flap', 'voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
rutu	['voiced, dental-alveolar, oral, flap', 'voiceless, dental, oral, stop']
tā	['voiceless, dental, oral, stop']
tae	['voiceless, dental, oral, stop']
tāhae	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tāhawahawa	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative', 'voiced, bilabial, oral, approximant']
tahi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tahitahi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tahu	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
taiapo	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
taiapu	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
taiari	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
taitai	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
taka	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
takahi	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, glottal, oral, fricative']
takai	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
takakino	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental, nasal, stop']
takapapa	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
takapau	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, bilabial, oral, stop']
tākaro	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
takawiri	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, bilabial, oral, approximant', 'voiced, dental-alveolar, oral, flap']
take	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tāke	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
taki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tākiri	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
takitaki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
takoto	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop']
tāmaru	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiced, dental-alveolar, oral, flap']
tāmau	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
tāmi	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
tāmuimui	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiced, bilabial, nasal, stop']
tamumu	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiced, bilabial, nasal, stop']
tānapu	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop', 'voiceless, bilabial, oral, stop']
tangi	['voiceless, dental, oral, stop', 'voiced, velar, nasal, stop']
tango	['voiceless, dental, oral, stop', 'voiced, velar, nasal, stop']
tanu	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop']
tānumi	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop', 'voiced, bilabial, nasal, stop']
tao	['voiceless, dental, oral, stop']
tāoro	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tapa	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tāpae	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tapahi	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
tāpapa	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
tāpāpā	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, bilabial, oral, stop']
tapatapa	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tapatapahi	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
tāpatu	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, dental, oral, stop']
tapi	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tāpi	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tapiki	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tāpiri	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
tapuhi	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
tāpui	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tāpuke	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tāpuni	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiced, dental, nasal, stop']
tarai	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tārai	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
taraiwa	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, oral, approximant']
tare	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tari	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tārona	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, dental, nasal, stop']
tataa	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tātai	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tātāmi	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
tātari	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tatau	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tātāwhi	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tātua	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tau	['voiceless, dental, oral, stop']
taua	['voiceless, dental, oral, stop']
tauaarai	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tauapo	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tauhere	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiced, dental-alveolar, oral, flap']
taumau	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
taunaha	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop', 'voiceless, glottal, oral, fricative']
taunga	['voiceless, dental, oral, stop', 'voiced, velar, nasal, stop']
taupare	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiced, dental-alveolar, oral, flap']
taupoki	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tautohe	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tautohetohe	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tautoko	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tauwehe	['voiceless, dental, oral, stop', 'voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative']
tāuwhi	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tāwai	['voiceless, dental, oral, stop', 'voiced, bilabial, oral, approximant']
tāwharau	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
tāwhi	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tāwhio	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tāwhiri	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
tāwhiu	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tia	['voiceless, dental, oral, stop']
tiaki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tīhae	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tīhore	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiced, dental-alveolar, oral, flap']
tīkaro	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
tiki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tīkoko	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, velar, oral, stop']
tīmata	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiceless, dental, oral, stop']
timere	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiced, dental-alveolar, oral, flap']
tinei	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop']
tinihanga	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop', 'voiceless, glottal, oral, fricative', 'voiced, velar, nasal, stop']
tipu	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tiriwa	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, oral, approximant']
tiriwaa	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiced, bilabial, oral, approximant']
tiro	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tītama	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
tītari	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
titi	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
titoko	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tītokotoko	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tītore	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tiu	['voiceless, dental, oral, stop']
tīwara	['voiceless, dental, oral, stop', 'voiced, bilabial, oral, approximant', 'voiced, dental-alveolar, oral, flap']
tō	['voiceless, dental, oral, stop']
tohatoha	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tohe	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tohi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tōhi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tohu	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tohu	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tōkari	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
tokotoko	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tomo	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop']
tono	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop']
tope	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
toro	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap']
tou	['voiceless, dental, oral, stop']
toutou	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tū	['voiceless, dental, oral, stop']
tua	['voiceless, dental, oral, stop']
tūā	['voiceless, dental, oral, stop']
tūahu	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tuaki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tuhi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tuhituhi	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative']
tūhono	['voiceless, dental, oral, stop', 'voiceless, glottal, oral, fricative', 'voiced, dental, nasal, stop']
tui	['voiceless, dental, oral, stop']
tuitui	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tuketuke	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tuki	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tūkino	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiced, dental, nasal, stop']
tuku	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tukutuku	['voiceless, dental, oral, stop', 'voiceless, velar, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tūmanako	['voiceless, dental, oral, stop', 'voiced, bilabial, nasal, stop', 'voiced, dental, nasal, stop', 'voiceless, velar, oral, stop']
tungi	['voiceless, dental, oral, stop', 'voiced, velar, nasal, stop']
tunu	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop']
tunutunu	['voiceless, dental, oral, stop', 'voiced, dental, nasal, stop', 'voiceless, dental, oral, stop', 'voiced, dental, nasal, stop']
tupehau	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, glottal, oral, fricative']
tupeke	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tūpeke	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tupoki	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop', 'voiceless, velar, oral, stop']
tupu	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
tupua	['voiceless, dental, oral, stop', 'voiceless, bilabial, oral, stop']
turaki	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
turuki	['voiceless, dental, oral, stop', 'voiced, dental-alveolar, oral, flap', 'voiceless, velar, oral, stop']
tūtaki	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop', 'voiceless, velar, oral, stop']
tute	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tutu	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tūtui	['voiceless, dental, oral, stop', 'voiceless, dental, oral, stop']
tuwha	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative']
tuwhera	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiced, dental-alveolar, oral, flap']
tūwhiti	['voiceless, dental, oral, stop', 'voiceless, labio-dental, oral, fricative', 'voiceless, dental, oral, stop']
ua	[]
uara	['voiced, dental-alveolar, oral, flap']
ui	[]
uiui	[]
uku	['voiceless, velar, oral, stop']
ukui	['voiceless, velar, oral, stop']
umere	['voiced, bilabial, nasal, stop', 'voiced, dental-alveolar, oral, flap']
unga	['voiced, velar, nasal, stop']
unu	['voiced, dental, nasal, stop']
uru	['voiced, dental-alveolar, oral, flap']
urungi	['voiced, dental-alveolar, oral, flap', 'voiced, velar, nasal, stop']
uruumu	['voiced, dental-alveolar, oral, flap', 'voiced, bilabial, nasal, stop']
uta	['voiceless, dental, oral, stop']
utu	['voiceless, dental, oral, stop']
uutonga	['voiceless, dental, oral, stop', 'voiced, velar, nasal, stop']
uwhi	['voiceless, labio-dental, oral, fricative']
uwhiuwhi	['voiceless, labio-dental, oral, fricative', 'voiceless, labio-dental, oral, fricative']
waahi	['voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative']
waawaahi	['voiced, bilabial, oral, approximant', 'voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative']
waea	['voiced, bilabial, oral, approximant']
waere	['voiced, bilabial, oral, approximant', 'voiced, dental-alveolar, oral, flap']
waha	['voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative']
wai	['voiced, bilabial, oral, approximant']
waiata	['voiced, bilabial, oral, approximant', 'voiceless, dental, oral, stop']
waiho	['voiced, bilabial, oral, approximant', 'voiceless, glottal, oral, fricative']
waikeri	['voiced, bilabial, oral, approximant', 'voiceless, velar, oral, stop', 'voiced, dental-alveolar, oral, flap']
waimeha	['voiced, bilabial, oral, approximant', 'voiced, bilabial, nasal, stop', 'voiceless, glottal, oral, fricative']
