a	ria	0.05897114178168131
au	ria	0.07865168539325842
a	hia	0.0740276035131744
ao	hia	0.3333333333333333
ai	ria	0.024691358024691357
aii	ria	0.5
ā	ria	0.0718232044198895
āi	ria	0.06666666666666667
āii	ria	0.1111111111111111
aoa	hia	0.25
aoao	hia	0.3333333333333333
aa	hia	0.04780876494023904
a	mia	0.01631116687578419
au	mia	0.033707865168539325
aua	mia	0.05714285714285714
auau	mia	0.1111111111111111
o	hia	0.0759493670886076
oa	hia	0.05263157894736842
o	mia	0.012658227848101266
oo	mia	0.02631578947368421
ou	hia	0.125
u	hia	0.06593406593406594
ua	hia	0.03333333333333333
ui	hia	0.03571428571428571
i	mia	0.01834862385321101
iu	mia	0.14285714285714285
ai	hia	0.04938271604938271
aio	hia	0.6666666666666666
aiou	hia	1.0
āa	ria	0.07407407407407407
āau	ria	0.25
aao	hia	0.18
aa	ria	0.06573705179282868
aau	ria	0.125
aaa	hia	0.0625
aua	ria	0.02857142857142857
auau	ria	0.1111111111111111
i	hia	0.08256880733944955
ii	hia	0.11363636363636363
oe	hia	0.07692307692307693
ō	hia	0.039473684210526314
ōi	hia	0.1111111111111111
ōii	hia	0.16666666666666666
ā	hia	0.022099447513812154
āi	hia	0.06666666666666667
āii	hia	0.1111111111111111
āu	ria	0.08
āuu	ria	0.3333333333333333
e	hia	0.15384615384615385
ee	hia	0.23333333333333334
eee	hia	0.45454545454545453
eeee	hia	0.4
aa	mia	0.0099601593625498
aao	mia	0.02
ao	mia	0.030303030303030304
uu	hia	0.08
uuu	hia	0.11764705882352941
uuuu	hia	0.125
oo	hia	0.05263157894736842
aō	hia	1.0
aai	hia	0.034482758620689655
ī	hia	0.10869565217391304
īi	hia	0.2
iii	hia	0.09090909090909091
ue	hia	0.05263157894736842
ū	hia	0.12121212121212122
ūū	hia	1.0
aaa	ria	0.08125
aaau	ria	0.12
āa	hia	0.037037037037037035
āao	hia	1.0
ao	ria	0.06060606060606061
aoo	ria	0.5
au	hia	0.02247191011235955
aua	hia	0.05714285714285714
auao	hia	0.5
ī	ria	0.08695652173913043
īa	ria	0.09523809523809523
īaa	ria	0.25
io	hia	0.1111111111111111
īa	hia	0.09523809523809523
īaa	hia	0.25
ū	ria	0.030303030303030304
ūa	hia	0.15384615384615385
ūaa	hia	0.6666666666666666
ūaao	hia	1.0
u	ria	0.01098901098901099
uu	ria	0.02
u	mia	0.01098901098901099
uu	mia	0.02
eo	hia	0.5
aaaa	ria	0.11363636363636363
aaaaa	ria	0.2
aaaaau	ria	1.0
aaaa	hia	0.06818181818181818
aai	mia	0.022988505747126436
aaiu	mia	0.25
aaio	hia	0.125
aaai	ria	0.041666666666666664
aaaau	ria	0.5
aaā	ria	0.17391304347826086
aaāa	ria	0.21428571428571427
aaāao	ria	0.6666666666666666
aaāaoa	ria	1.0
aaāaoao	ria	1.0
aaāau	ria	0.75
aaāaua	ria	1.0
aaāauau	ria	1.0
aaa	mia	0.0125
aaao	mia	0.07142857142857142
aaoo	hia	0.16666666666666666
aaao	hia	0.07142857142857142
aaao	ria	0.14285714285714285
aaaoo	ria	0.3333333333333333
aaāo	ria	0.2222222222222222
aaāoo	ria	0.5
aaāooo	ria	0.6666666666666666
aaāoooo	ria	1.0
aaai	hia	0.08333333333333333
aaaia	hia	0.3333333333333333
aaaiai	hia	0.3333333333333333
aaaaa	hia	0.2
aaaaaa	hia	1.0
aai	ria	0.022988505747126436
aaiu	ria	0.25
aaū	ria	0.375
aaūa	ria	0.6666666666666666
aaūao	ria	1.0
aauu	ria	0.125
āā	ria	0.1111111111111111
ea	hia	0.25
īi	ria	0.4
īii	ria	1.0
