u	o	ia	27.5
u	a	na	27.5
u	u	kia	82.5
u	o	mia	82.5
u	u	hia	23.571428571428573
u	i	hia	23.571428571428573
u	ā	ngia	23.571428571428573
u	ō	ia	23.571428571428573
u	e	hia	23.571428571428573
u	o	kia	23.571428571428573
u	a	kia	23.571428571428573
u	i	ngia	23.571428571428573
u	ō	hia	23.571428571428573
u	ā	tia	23.571428571428573
u	ō	ngia	23.571428571428573
u	ū	ia	23.571428571428573
u	a	ngia	23.571428571428573
u	ū	hia	23.571428571428573
u	u	na	165.0
u	o	ria	165.0
u	a	ria	165.0
u	ō	kia	165.0
u	ū	ria	165.0
u	ā	ina	165.0
u	u	ia	165.0
u	e	kia	165.0
u	e	kina	165.0
u	ī	tia	165.0
u	ū	tia	165.0
u	ō	tia	165.0
u	ā	kia	165.0
u	ē	ngia	165.0
u	ū	ngia	165.0
u	i	ia	165.0
u	ā	ria	165.0
i	ā	ia	165.0
i	u	ria	165.0
i	u	ngia	165.0
i	i	tia	3.4683544303797467
i	i	na	9.448275862068966
i	o	na	9.448275862068966
i	e	ngia	9.448275862068966
i	o	hia	9.448275862068966
i	u	tia	9.448275862068966
i	i	ria	68.5
i	u	a	68.5
i	a	hia	68.5
i	i	a	1.889655172413793
i	o	ngia	1.889655172413793
i	a	ina	1.889655172413793
i	u	mia	1.889655172413793
i	e	tia	1.889655172413793
i	ē	tia	1.889655172413793
i	a	tia	1.889655172413793
i	e	a	1.889655172413793
i	o	tia	1.889655172413793
i	a	a	1.889655172413793
i	o	a	1.889655172413793
i	i	nga	137.0
i	ī	a	137.0
i	a	ia	137.0
i	o	ia	137.0
i	a	na	137.0
i	u	kia	137.0
i	o	mia	137.0
i	u	hia	137.0
i	i	hia	24.90909090909091
i	ā	ngia	24.90909090909091
i	ō	ia	24.90909090909091
i	e	hia	24.90909090909091
i	o	kia	24.90909090909091
i	a	kia	24.90909090909091
i	i	ngia	91.33333333333333
i	ō	hia	91.33333333333333
i	ā	tia	91.33333333333333
i	ō	ngia	91.33333333333333
i	ū	ia	91.33333333333333
i	a	ngia	91.33333333333333
i	ū	hia	91.33333333333333
i	u	na	91.33333333333333
i	o	ria	91.33333333333333
i	a	ria	91.33333333333333
i	ō	kia	91.33333333333333
i	ū	ria	91.33333333333333
i	ā	ina	91.33333333333333
i	u	ia	91.33333333333333
i	e	kia	91.33333333333333
i	e	kina	91.33333333333333
i	ī	tia	91.33333333333333
i	ū	tia	91.33333333333333
i	ō	tia	91.33333333333333
i	ā	kia	91.33333333333333
i	ē	ngia	91.33333333333333
i	ū	ngia	91.33333333333333
i	i	ia	274.0
i	ā	ria	274.0
o	ā	ia	274.0
o	u	ria	274.0
o	u	ngia	274.0
o	i	tia	274.0
o	i	na	274.0
o	o	na	11.6
o	e	ngia	11.6
o	o	hia	4.64
o	u	tia	4.64
o	i	ria	4.64
o	u	a	4.64
o	a	hia	4.64
o	i	a	4.64
o	o	ngia	29.0
o	a	ina	29.0
o	u	mia	29.0
o	e	tia	29.0
o	ē	tia	29.0
o	a	tia	29.0
o	e	a	29.0
o	o	tia	3.3142857142857145
o	a	a	3.3142857142857145
o	o	a	5.043478260869565
o	i	nga	5.043478260869565
o	ī	a	5.043478260869565
o	a	ia	5.043478260869565
o	o	ia	23.2
o	a	na	23.2
o	u	kia	23.2
o	o	mia	29.0
o	u	hia	29.0
o	i	hia	29.0
o	ā	ngia	29.0
o	ō	ia	29.0
o	e	hia	29.0
o	o	kia	23.2
o	a	kia	23.2
o	i	ngia	23.2
o	ō	hia	23.2
o	ā	tia	23.2
o	ō	ngia	23.2
o	ū	ia	23.2
o	a	ngia	23.2
o	ū	hia	23.2
o	u	na	23.2
o	o	ria	23.2
o	a	ria	23.2
o	ō	kia	23.2
o	ū	ria	23.2
o	ā	ina	23.2
o	u	ia	23.2
o	e	kia	23.2
o	e	kina	23.2
o	ī	tia	23.2
o	ū	tia	23.2
o	ō	tia	23.2
o	ā	kia	23.2
o	ē	ngia	23.2
o	ū	ngia	23.2
o	i	ia	23.2
o	ā	ria	23.2
e	ā	ia	23.2
e	u	ria	23.2
e	u	ngia	23.2
e	i	tia	23.2
e	i	na	23.2
e	o	na	23.2
e	e	ngia	33.5
e	o	hia	33.5
e	u	tia	33.5
e	i	ria	33.5
e	u	a	33.5
e	a	hia	33.5
e	i	a	33.5
e	o	ngia	33.5
e	a	ina	33.5
e	u	mia	33.5
e	e	tia	3.268292682926829
e	ē	tia	3.268292682926829
e	a	tia	3.268292682926829
e	e	a	1.675
e	o	tia	1.675
e	a	a	1.675
e	o	a	1.675
e	i	nga	1.675
e	ī	a	1.675
e	a	ia	1.675
e	o	ia	1.675
e	a	na	1.675
e	u	kia	1.675
e	o	mia	1.675
e	u	hia	1.675
e	i	hia	1.675
e	ā	ngia	1.675
e	ō	ia	1.675
e	e	hia	22.333333333333332
e	o	kia	22.333333333333332
e	a	kia	22.333333333333332
e	i	ngia	22.333333333333332
e	ō	hia	22.333333333333332
e	ā	tia	22.333333333333332
e	ō	ngia	22.333333333333332
e	ū	ia	22.333333333333332
e	a	ngia	22.333333333333332
e	ū	hia	22.333333333333332
e	u	na	22.333333333333332
e	o	ria	22.333333333333332
e	a	ria	22.333333333333332
e	ō	kia	22.333333333333332
e	ū	ria	22.333333333333332
e	ā	ina	22.333333333333332
e	u	ia	22.333333333333332
e	e	kia	67.0
e	e	kina	134.0
e	ī	tia	134.0
e	ū	tia	134.0
e	ō	tia	134.0
e	ā	kia	134.0
e	ē	ngia	134.0
e	ū	ngia	134.0
e	i	ia	134.0
e	ā	ria	134.0
a	ā	ia	134.0
a	u	ria	134.0
a	u	ngia	134.0
a	i	tia	134.0
a	i	na	134.0
a	o	na	134.0
a	e	ngia	134.0
a	o	hia	134.0
a	u	tia	134.0
a	i	ria	134.0
a	u	a	134.0
a	a	hia	20.75
a	i	a	20.75
a	o	ngia	20.75
a	a	ina	9.222222222222221
a	u	mia	9.222222222222221
a	e	tia	9.222222222222221
a	ē	tia	9.222222222222221
a	a	tia	1.7849462365591398
a	e	a	1.7849462365591398
a	o	tia	1.7849462365591398
a	a	a	8.3
a	o	a	8.3
a	i	nga	8.3
a	ī	a	8.3
a	a	ia	11.857142857142858
a	o	ia	11.857142857142858
a	a	na	166.0
a	u	kia	166.0
a	o	mia	166.0
a	u	hia	166.0
a	i	hia	166.0
a	ā	ngia	166.0
a	ō	ia	166.0
a	e	hia	166.0
a	o	kia	166.0
a	a	kia	166.0
a	i	ngia	166.0
a	ō	hia	166.0
a	ā	tia	166.0
a	ō	ngia	166.0
a	ū	ia	166.0
a	a	ngia	18.444444444444443
a	ū	hia	18.444444444444443
a	u	na	18.444444444444443
a	o	ria	18.444444444444443
a	a	ria	83.0
a	ō	kia	83.0
a	ū	ria	83.0
a	ā	ina	83.0
a	u	ia	83.0
a	e	kia	83.0
a	e	kina	83.0
a	ī	tia	83.0
a	ū	tia	83.0
a	ō	tia	83.0
a	ā	kia	83.0
a	ē	ngia	83.0
a	ū	ngia	83.0
a	i	ia	83.0
a	ā	ria	83.0
ē	ā	ia	83.0
ē	u	ria	83.0
ē	u	ngia	83.0
ē	i	tia	83.0
ē	i	na	83.0
ē	o	na	83.0
ē	e	ngia	83.0
ē	o	hia	83.0
ē	u	tia	83.0
ē	i	ria	83.0
ē	u	a	83.0
ē	a	hia	83.0
ē	i	a	83.0
ē	o	ngia	83.0
ē	a	ina	83.0
ē	u	mia	83.0
ē	e	tia	83.0
ē	ē	tia	1.5
ē	a	tia	1.5
ē	e	a	1.5
ē	o	tia	1.5
ē	a	a	1.5
ē	o	a	1.5
ē	i	nga	1.5
ē	ī	a	1.5
ē	a	ia	1.5
ē	o	ia	1.5
ē	a	na	1.5
ē	u	kia	1.5
ē	o	mia	1.5
ē	u	hia	1.5
ē	i	hia	1.5
ē	ā	ngia	1.5
ē	ō	ia	1.5
ē	e	hia	1.5
ē	o	kia	1.5
ē	a	kia	1.5
ē	i	ngia	1.5
ē	ō	hia	1.5
ē	ā	tia	1.5
ē	ō	ngia	1.5
ē	ū	ia	1.5
ē	a	ngia	1.5
ē	ū	hia	1.5
ē	u	na	1.5
ē	o	ria	1.5
ē	a	ria	1.5
ē	ō	kia	1.5
ē	ū	ria	1.5
ē	ā	ina	1.5
ē	u	ia	1.5
ē	e	kia	1.5
ē	e	kina	1.5
ē	ī	tia	1.5
ē	ū	tia	1.5
ē	ō	tia	1.5
ē	ā	kia	1.5
ē	ē	ngia	3.0
ē	ū	ngia	3.0
ē	i	ia	3.0
ē	ā	ria	3.0
ī	ā	ia	3.0
ī	u	ria	3.0
ī	u	ngia	3.0
ī	i	tia	3.0
ī	i	na	3.0
ī	o	na	3.0
ī	e	ngia	3.0
ī	o	hia	3.0
ī	u	tia	3.0
ī	i	ria	3.0
ī	u	a	3.0
ī	a	hia	3.0
ī	i	a	3.0
ī	o	ngia	3.0
ī	a	ina	3.0
ī	u	mia	3.0
ī	e	tia	3.0
ī	ē	tia	3.0
ī	a	tia	3.0
ī	e	a	3.0
ī	o	tia	3.0
ī	a	a	3.0
ī	o	a	3.0
ī	i	nga	3.0
ī	ī	a	1.5
ī	a	ia	1.5
ī	o	ia	1.5
ī	a	na	1.5
ī	u	kia	1.5
ī	o	mia	1.5
ī	u	hia	1.5
ī	i	hia	1.5
ī	ā	ngia	1.5
ī	ō	ia	1.5
ī	e	hia	1.5
ī	o	kia	1.5
ī	a	kia	1.5
ī	i	ngia	1.5
ī	ō	hia	1.5
ī	ā	tia	1.5
ī	ō	ngia	1.5
ī	ū	ia	1.5
ī	a	ngia	1.5
ī	ū	hia	1.5
ī	u	na	1.5
ī	o	ria	1.5
ī	a	ria	1.5
ī	ō	kia	1.5
ī	ū	ria	1.5
ī	ā	ina	1.5
ī	u	ia	1.5
ī	e	kia	1.5
ī	e	kina	1.5
ī	ī	tia	3.0
ī	ū	tia	3.0
ī	ō	tia	3.0
ī	ā	kia	3.0
ī	ē	ngia	3.0
ī	ū	ngia	3.0
ī	i	ia	3.0
ī	ā	ria	3.0
ō	ā	ia	3.0
ō	u	ria	3.0
ō	u	ngia	3.0
ō	i	tia	3.0
ō	i	na	3.0
ō	o	na	3.0
ō	e	ngia	3.0
ō	o	hia	3.0
ō	u	tia	3.0
ō	i	ria	3.0
ō	u	a	3.0
ō	a	hia	3.0
ō	i	a	3.0
ō	o	ngia	3.0
ō	a	ina	3.0
ō	u	mia	3.0
ō	e	tia	3.0
ō	ē	tia	3.0
ō	a	tia	3.0
ō	e	a	3.0
ō	o	tia	3.0
ō	a	a	3.0
ō	o	a	3.0
ō	i	nga	3.0
ō	ī	a	3.0
ō	a	ia	3.0
ō	o	ia	3.0
ō	a	na	3.0
ō	u	kia	3.0
ō	o	mia	3.0
ō	u	hia	3.0
ō	i	hia	3.0
ō	ā	ngia	3.0
ō	ō	ia	6.0
ō	e	hia	6.0
ō	o	kia	6.0
ō	a	kia	6.0
ō	i	ngia	6.0
ō	ō	hia	6.0
ō	ā	tia	6.0
ō	ō	ngia	6.0
ō	ū	ia	6.0
ō	a	ngia	6.0
ō	ū	hia	6.0
ō	u	na	6.0
ō	o	ria	6.0
ō	a	ria	6.0
ō	ō	kia	3.0
ō	ū	ria	3.0
ō	ā	ina	3.0
ō	u	ia	3.0
ō	e	kia	3.0
ō	e	kina	3.0
ō	ī	tia	3.0
ō	ū	tia	3.0
ō	ō	tia	6.0
ō	ā	kia	6.0
ō	ē	ngia	6.0
ō	ū	ngia	6.0
ō	i	ia	6.0
ō	ā	ria	6.0
ū	ā	ia	6.0
ū	u	ria	6.0
ū	u	ngia	6.0
ū	i	tia	6.0
ū	i	na	6.0
ū	o	na	6.0
ū	e	ngia	6.0
ū	o	hia	6.0
ū	u	tia	6.0
ū	i	ria	6.0
ū	u	a	6.0
ū	a	hia	6.0
ū	i	a	6.0
ū	o	ngia	6.0
ū	a	ina	6.0
ū	u	mia	6.0
ū	e	tia	6.0
ū	ē	tia	6.0
ū	a	tia	6.0
ū	e	a	6.0
ū	o	tia	6.0
ū	a	a	6.0
ū	o	a	6.0
ū	i	nga	6.0
ū	ī	a	6.0
ū	a	ia	6.0
ū	o	ia	6.0
ū	a	na	6.0
ū	u	kia	6.0
ū	o	mia	6.0
ū	u	hia	6.0
ū	i	hia	6.0
ū	ā	ngia	6.0
ū	ō	ia	6.0
ū	e	hia	6.0
ū	o	kia	6.0
ū	a	kia	6.0
ū	i	ngia	6.0
ū	ō	hia	6.0
ū	ā	tia	6.0
ū	ō	ngia	6.0
ū	ū	ia	8.0
ū	a	ngia	8.0
ū	ū	hia	8.0
ū	u	na	8.0
ū	o	ria	8.0
ū	a	ria	8.0
ū	ō	kia	8.0
ū	ū	ria	4.0
ū	ā	ina	4.0
ū	u	ia	4.0
ū	e	kia	4.0
ū	e	kina	4.0
ū	ī	tia	4.0
ū	ū	tia	2.6666666666666665
ū	ō	tia	2.6666666666666665
ū	ā	kia	2.6666666666666665
ū	ē	ngia	2.6666666666666665
ū	ū	ngia	8.0
ū	i	ia	8.0
ū	ā	ria	8.0
