('high, front, unround, short',)	274
('low, back, unround, short',)	166
('high, central, round, short',)	165
('mid, front, unround, short',)	134
('mid, back, round, short',)	116
('low, back, unround, long',)	15
('high, central, round, long',)	8
('mid, back, round, long',)	6
('mid, front, unround, long',)	3
('high, front, unround, long',)	3
